,0,1,2,3,4,5,6,7,8,9,10,11
0.9971,0.8995177,0.94745505,0.9367264,0.9316976,0.95740986,0.9872588,0.95373493,0.9949899,1.0240257,1.0225587,1.0319641,1.0441927
1.00364,,,,,,,,,,,,
1.0101799999999999,,,,,,,,,,,,
1.0472000000000001,,,,,,,,,,,,
1.05375,,,,,,,,,,,,
1.0603,,,,,,,,,,,,
1.0668499999999999,,,,,,,,,,,,
1.07341,,,,,,,,,,,,
1.07996,,,,,,,,,,,,
1.08651,,,,,,,,,,,,
1.09307,,,,,,,,,,,,
1.0996199999999998,,,,,,,,,,,,
1.10617,0.90338475,0.9484135,0.93328035,0.9374221,0.9586405,0.9904128,0.9579003,0.9989189,1.016564,1.03346,1.0174483,1.0752563
1.11273,0.9039592,0.94870675,0.9336134,0.9388797,0.95914435,0.99055356,0.9594668,1.000311,1.0170882,1.0348327,1.0185642,1.0765636
1.11928,0.9046345,0.9487151,0.93392205,0.9393097,0.95894283,0.9901837,0.9600601,1.0006244,1.0178231,1.0349458,1.0190227,1.0763505
1.12584,0.90477395,0.94845587,0.93340516,0.93922937,0.9586209,0.98959196,0.9599353,1.000014,1.0175803,1.0347018,1.0188894,1.0756634
1.13239,0.905375,0.948795,0.93425965,0.9401477,0.9594013,0.99011934,0.9610698,1.0008023,1.0175152,1.0353488,1.0192449,1.0764413
1.1389500000000001,0.9059485,0.94917667,0.9335204,0.94038266,0.9594022,0.9901887,0.96143496,1.0005144,1.0184531,1.0355954,1.019072,1.0764407
1.14551,0.905681,0.949283,0.9334536,0.9411364,0.9589618,0.9898695,0.9623089,1.0008346,1.0172251,1.0357305,1.0194263,1.076623
1.1520599999999999,0.9054556,0.9491778,0.9331365,0.9417788,0.958488,0.9890471,0.9623106,1.000613,1.0173438,1.03542,1.0197912,1.0763682
1.15862,0.9058442,0.9492595,0.9329191,0.9429226,0.9585196,0.98922473,0.9631966,1.0012648,1.0174056,1.0359182,1.0199388,1.0769862
1.16518,0.90533084,0.9490788,0.932372,0.9433813,0.9578072,0.9885114,0.96385777,1.0012525,1.017101,1.0357814,1.0200918,1.0765355
1.17173,0.90645546,0.94930744,0.9325277,0.94462025,0.9580616,0.9887578,0.96468455,1.0020481,1.0182195,1.0365247,1.0211818,1.0777367
1.17829,0.90615237,0.9494984,0.93155605,0.94481456,0.9570308,0.98843265,0.965066,1.0019689,1.0181496,1.0363864,1.0211065,1.0775638
1.18485,0.9092462,0.950622,0.9352161,0.9474521,0.96379715,0.99278337,0.967781,1.003757,1.0181777,1.0393573,1.0221019,1.0797076
1.19141,0.9082123,0.9501759,0.9304085,0.94766337,0.95670694,0.990235,0.9674903,1.0030856,1.0173383,1.0386196,1.0211163,1.0794287
1.19797,0.9082313,0.95123196,0.929664,0.949358,0.9562302,0.9911774,0.9686387,1.0032092,1.0172836,1.040179,1.0215309,1.0811979
1.2045299999999999,0.90917677,0.95095056,0.9301758,0.94969034,0.955266,0.99012554,0.9694281,1.0043869,1.0180966,1.0401987,1.0228454,1.0806592
1.21109,0.9086366,0.9509379,0.9281014,0.9493975,0.9538016,0.988921,0.96943265,1.0040329,1.0183867,1.0398248,1.0223944,1.080463
1.2176500000000001,0.90845025,0.951264,0.92877233,0.9508191,0.9543238,0.9897206,0.97036344,1.004278,1.0175612,1.0405078,1.022685,1.0811677
1.22421,0.90856194,0.9516088,0.9278753,0.9508615,0.9541438,0.9899822,0.97027653,1.0031903,1.0174048,1.0403094,1.0223866,1.0811603
1.23077,0.90999055,0.95193577,0.9285865,0.95188147,0.9546878,0.99089414,0.97161126,1.0044054,1.0179509,1.0416182,1.0231707,1.0819722
1.2373299999999998,0.9084581,0.9517388,0.92593396,0.9507856,0.9530305,0.98918813,0.9703387,1.0023444,1.0174985,1.0399566,1.0220053,1.0810306
1.2438900000000002,0.91085464,0.95195496,0.9281995,0.95165765,0.95376563,0.989668,0.9715598,1.0041449,1.017847,1.0406443,1.0235441,1.0807799
1.25045,0.90959156,0.9515918,0.92576593,0.95016253,0.9528152,0.9878541,0.970163,1.0022839,1.0171723,1.0389823,1.0221977,1.079376
1.25701,0.91020536,0.95073736,0.92800677,0.94997513,0.95322084,0.9870552,0.97027767,1.0033562,1.0176421,1.0383159,1.0234263,1.0783713
1.2635699999999999,0.9100489,0.95087886,0.9283647,0.9491434,0.95419407,0.9864819,0.9701593,1.0028177,1.0181527,1.0373198,1.0236422,1.0771476
1.27014,0.9104029,0.9511753,0.92936903,0.94969016,0.9549452,0.9868411,0.97047424,1.0024812,1.0183704,1.0370122,1.0243754,1.0770866
1.2767,0.9097351,0.9505991,0.9293934,0.9495939,0.9556434,0.9860944,0.9706084,1.0029114,1.0184202,1.0368974,1.0244869,1.0765697
1.28326,0.9098062,0.95087284,0.9305514,0.94960475,0.9563958,0.9860842,0.97097623,1.0028414,1.0186973,1.0367278,1.0251715,1.0766408
1.28983,0.90975183,0.95094186,0.93015516,0.9497717,0.9567379,0.98599,0.97170556,1.0029128,1.0189826,1.0369276,1.0256013,1.0769001
1.2963900000000002,0.9098798,0.95053256,0.9300256,0.9500292,0.95677596,0.98569375,0.9717693,1.0029641,1.0184973,1.0367401,1.0255125,1.0762957
1.30295,0.9098873,0.9509379,0.9299225,0.95020413,0.956476,0.9854677,0.971859,1.002865,1.018843,1.0369239,1.0257843,1.0761666
1.30952,0.91013676,0.95119286,0.92986274,0.95030826,0.9560906,0.98498255,0.97228765,1.0032139,1.0191025,1.0364995,1.0262681,1.0759311
1.31608,0.91016763,0.95096344,0.9293163,0.95095026,0.9560349,0.9851719,0.9728621,1.0028898,1.0184866,1.0368207,1.026001,1.0761219
1.32265,0.9111119,0.9513916,0.92950433,0.9512341,0.9561291,0.9853014,0.97329724,1.0032027,1.0186065,1.0368012,1.026266,1.0762233
1.32921,0.911876,0.9517312,0.9296582,0.95099324,0.955958,0.98509085,0.9734637,1.0035322,1.0190775,1.0369546,1.0261996,1.0760331
1.33578,0.9114906,0.95170146,0.9287716,0.95081836,0.95540893,0.98459125,0.97341406,1.0029843,1.0187529,1.0363678,1.0264246,1.0755187
1.3423399999999999,0.911448,0.9518358,0.9293641,0.9510331,0.95591646,0.9842646,0.97370446,1.0028495,1.0190545,1.0364249,1.0267557,1.0755076
1.34891,0.9122843,0.9515199,0.9295814,0.9516133,0.9563731,0.98435926,0.97421825,1.0033618,1.0188203,1.0366751,1.0272787,1.0753587
1.35548,0.9115988,0.9516249,0.9288735,0.9515163,0.95617825,0.98351216,0.973884,1.0027224,1.0188615,1.0357169,1.027037,1.0745966
1.36205,0.9115294,0.9514571,0.928944,0.9516782,0.9562918,0.9832108,0.97400194,1.002625,1.0190184,1.0358851,1.0271196,1.0745817
1.3686099999999999,0.91156924,0.9518832,0.9280279,0.9521351,0.95614374,0.98297876,0.9745917,1.0027032,1.018877,1.0359743,1.0270792,1.0746497
1.37518,0.91183436,0.9521369,0.9291776,0.95290357,0.9574249,0.98361355,0.97512317,1.0031135,1.0192386,1.0363334,1.0278418,1.0749205
1.38175,0.9113345,0.9518376,0.92783153,0.9528807,0.95576435,0.98266417,0.9751072,1.0026394,1.0187076,1.0358989,1.0275509,1.0744396
1.38832,0.9123521,0.9522278,0.9277723,0.9528904,0.9557435,0.98293006,0.9752071,1.0028434,1.018755,1.0360546,1.0274361,1.0744578
