,0,1,2,3,4,5,6,7,8,9,10,11
1.28326,0.2034217,0.2126037,0.20806007,0.21232018,0.21383858,0.22047654,0.21709858,0.22422324,0.22776844,0.23179984,0.229216,0.24072391
1.28983,0.20423101,0.21347779,0.20881136,0.2132151,0.21477894,0.22134578,0.21813905,0.2251448,0.22875233,0.23278081,0.23023815,0.24175426
1.2963900000000002,0.20472693,0.213874,0.20925984,0.21376073,0.21527879,0.22178543,0.21865235,0.22567132,0.22916637,0.23327106,0.23074481,0.24217126
1.30295,0.20482479,0.2140657,0.20933492,0.21390052,0.21531238,0.2218387,0.21877524,0.225755,0.22935182,0.23342201,0.23091435,0.24225596
1.30952,0.20376852,0.21296048,0.20818493,0.21276243,0.21405703,0.22052558,0.21768335,0.22460735,0.22816461,0.23205958,0.2297689,0.24088785
1.31608,0.2038218,0.21295755,0.20810992,0.2129546,0.21409324,0.22061814,0.2178615,0.22458586,0.2280786,0.23218429,0.22976133,0.24098538
1.32265,0.2058453,0.2149456,0.21000066,0.21491002,0.21601592,0.22260675,0.21989468,0.22665116,0.23013131,0.23424199,0.2318618,0.2431485
1.32921,0.2059078,0.21490738,0.20992315,0.21474074,0.21586183,0.22244021,0.21981472,0.22660439,0.23011464,0.23415142,0.23172285,0.2429756
1.33578,0.2063228,0.21542484,0.2102345,0.21522494,0.21626405,0.2228697,0.22033966,0.22703311,0.23060246,0.2345897,0.232339,0.24345182
1.3423399999999999,0.20678839,0.21595155,0.21085319,0.21576943,0.21687736,0.22330897,0.22091308,0.22752547,0.23120207,0.23514302,0.2329493,0.24401008
1.34891,0.20717993,0.21609034,0.21110809,0.21611156,0.2171925,0.22354816,0.22124514,0.22786364,0.23137426,0.23542911,0.23329517,0.24421418
1.35548,0.20837064,0.21751969,0.21231924,0.21749486,0.21856049,0.2248084,0.22260761,0.22919941,0.23288846,0.23674121,0.23475718,0.24562822
1.36205,0.20879251,0.21793823,0.21278144,0.21798888,0.21904565,0.22521165,0.2231023,0.2296586,0.23341365,0.23727708,0.2352693,0.24614084
1.3686099999999999,0.20770143,0.21688698,0.21145156,0.21694438,0.21785775,0.22397213,0.22206113,0.22846633,0.23215155,0.23604716,0.23402044,0.2448594
1.37518,0.20807235,0.21726902,0.2120299,0.21744396,0.21847568,0.2244517,0.22251427,0.22890142,0.23258102,0.2364819,0.23454419,0.24528712
1.38175,0.20857438,0.2178442,0.21235,0.21808292,0.2187429,0.22489938,0.22316985,0.22947106,0.23314855,0.23708306,0.23517251,0.24590375
1.38832,0.20794903,0.21703775,0.21146372,0.21718878,0.21783908,0.22403562,0.22227535,0.22857437,0.23220105,0.2361441,0.2341797,0.24489719
1.3948900000000002,0.20905481,0.21812579,0.21243227,0.2182491,0.21885633,0.22506103,0.2233889,0.22976956,0.23337206,0.2372822,0.23546183,0.24607913
1.40145,0.20927048,0.21846384,0.21260175,0.21865141,0.21899916,0.22532304,0.2237413,0.22999093,0.23362918,0.23764817,0.23574594,0.24637982
1.40802,0.20972754,0.21898341,0.2125871,0.21916978,0.21939902,0.22604156,0.22421852,0.2301955,0.23396578,0.23826008,0.23597348,0.24707232
1.41459,0.21011376,0.2192203,0.21287209,0.21933307,0.21946973,0.22615768,0.22447485,0.23043461,0.23422296,0.23839116,0.23626466,0.24706732
1.42116,0.21133786,0.22041257,0.21391293,0.22047132,0.22063291,0.22731279,0.22572277,0.23171338,0.23541115,0.23960018,0.23754975,0.24829268
1.42773,0.20987132,0.2186145,0.21220806,0.21896896,0.21875478,0.22547533,0.2241202,0.22997905,0.23351148,0.2378086,0.23574765,0.24631727
1.43431,0.20973976,0.2189557,0.21210057,0.21911936,0.21880963,0.22561982,0.22438432,0.23009406,0.23385851,0.23796867,0.23608404,0.24663077
1.4408800000000002,0.20824707,0.21762162,0.21067129,0.21792836,0.21734208,0.22412723,0.22300103,0.22850697,0.23235558,0.23645721,0.23457198,0.24501564
1.4474500000000001,0.21029945,0.21969941,0.2125053,0.2200207,0.21924634,0.22613057,0.22526522,0.23076524,0.23462412,0.23864731,0.23697035,0.24719416
1.45402,0.21051514,0.2198887,0.21269071,0.22033817,0.21963532,0.22636813,0.22558889,0.23092681,0.2346769,0.23893616,0.23722973,0.24751325
1.4605899999999998,0.21132368,0.22048147,0.2134998,0.2212801,0.2202986,0.22701935,0.22651373,0.23191549,0.23547989,0.23982258,0.23813246,0.2482652
1.46716,0.21084994,0.22028103,0.21323773,0.22124204,0.22015238,0.22681274,0.22649543,0.23167604,0.23520999,0.23959884,0.23806772,0.24805574
1.47374,0.2102279,0.2193293,0.21277294,0.22030799,0.21916397,0.22559911,0.22563893,0.23101732,0.23468156,0.23862278,0.23738946,0.24685217
1.48031,0.2100546,0.21905582,0.2127296,0.22029863,0.21913035,0.22545046,0.22566792,0.2309728,0.23447862,0.23848388,0.23735087,0.24671772
1.4868800000000002,0.20830478,0.2172973,0.21118376,0.21851999,0.21749654,0.2236659,0.22398615,0.22925156,0.23284315,0.23662554,0.23561443,0.24474952
1.49346,0.21027057,0.21975236,0.21320315,0.2210839,0.21997236,0.22611481,0.2264259,0.23154068,0.23518726,0.23918523,0.23825204,0.24753194
1.50003,0.20930049,0.21895954,0.2124534,0.2203993,0.21942404,0.22547558,0.2256839,0.23048717,0.23414835,0.23839462,0.23716338,0.24668212
1.50661,0.20830983,0.21758886,0.21106856,0.21917014,0.21770258,0.22376233,0.22451082,0.22961093,0.23309639,0.2370351,0.2361108,0.24512903
1.51318,0.21004432,0.21963313,0.21289083,0.22130416,0.21974061,0.22586337,0.22666654,0.2316235,0.23521926,0.23926356,0.23833404,0.24749698
1.51976,0.2097909,0.2193177,0.21264274,0.22108711,0.21945302,0.22558007,0.22652762,0.231372,0.2348932,0.23899136,0.23815048,0.24715891
1.52633,0.20987135,0.21936156,0.21287784,0.22137634,0.21956763,0.22570129,0.22682789,0.23166054,0.23511429,0.23923379,0.23842089,0.24736227
1.53291,0.2095081,0.21911575,0.2124744,0.2212859,0.21916498,0.22537191,0.22663723,0.23135108,0.23481813,0.23901309,0.23824541,0.24712378
1.53948,0.20948206,0.21912202,0.21252765,0.22128928,0.21918152,0.22527063,0.22676651,0.23150429,0.23500673,0.23908864,0.23839596,0.24712466
1.54606,0.21144314,0.221097,0.21443228,0.22350064,0.22119929,0.22741295,0.22902982,0.23368284,0.23709956,0.24137244,0.24064778,0.24942163
1.55264,0.21121001,0.22088017,0.21410924,0.22343089,0.2208859,0.2271349,0.22890379,0.23356387,0.2370127,0.24125955,0.24050298,0.24922936
1.55921,0.21044627,0.22012189,0.21340212,0.22290839,0.2200173,0.22632772,0.22844727,0.2330463,0.23635505,0.2406426,0.24001269,0.24859144
1.56579,0.20988217,0.2192359,0.21277216,0.22222315,0.21943864,0.22556171,0.22769448,0.2323416,0.23554656,0.23989409,0.23929566,0.24772498
1.5723699999999998,0.20832603,0.21782185,0.21135545,0.22096175,0.2179012,0.22418362,0.2263596,0.23087518,0.2341594,0.23847859,0.2378068,0.24623893
1.57895,0.2092904,0.21900877,0.21233037,0.22214377,0.21893862,0.22510251,0.22759345,0.23222657,0.2355275,0.23970205,0.23929442,0.24747144
1.58552,0.21026693,0.22011438,0.21365638,0.2234362,0.22037256,0.22645292,0.22897366,0.23344523,0.23677975,0.2410106,0.24065909,0.24882355
1.5920999999999998,0.20835559,0.21798122,0.21188143,0.22145274,0.21825013,0.22429952,0.2270481,0.23158956,0.23483922,0.23885639,0.23872228,0.24652217
1.59868,0.20824988,0.21796922,0.21189585,0.22150013,0.21833663,0.224431,0.2271808,0.2316162,0.2347812,0.23905095,0.23883864,0.24667527
1.60526,0.20824587,0.21803844,0.21199392,0.22172049,0.21865582,0.22466907,0.22729751,0.23169026,0.23492225,0.23924237,0.23891993,0.24688257
1.61184,0.20887867,0.2188,0.21253484,0.22255474,0.2192849,0.2253956,0.22814181,0.23248196,0.23578672,0.24001437,0.23977892,0.2476503
1.61842,0.20916244,0.2194398,0.2129299,0.22303963,0.2196835,0.22580963,0.22868982,0.23293889,0.23639971,0.24057022,0.2404252,0.24828242
1.625,0.20970085,0.2197672,0.2133978,0.22359893,0.21997672,0.22613187,0.22928396,0.23369388,0.23704767,0.24116854,0.2411939,0.24884102
1.63158,0.21057478,0.22102842,0.21435022,0.22505485,0.22128162,0.22768357,0.23069364,0.23491341,0.23812969,0.24269122,0.24231513,0.2504055
1.63816,0.209526,0.21951416,0.21320963,0.22374468,0.21962434,0.2260174,0.22950178,0.23390305,0.23700655,0.24130094,0.24127442,0.2489003
1.64474,0.20997624,0.21978953,0.21362117,0.22416107,0.21952516,0.22627628,0.22987407,0.234513,0.23741478,0.24170445,0.24188201,0.24945785
1.65133,0.20964773,0.2170682,0.21327399,0.22212738,0.21800661,0.22463034,0.22819111,0.23331216,0.23589802,0.24007203,0.23988786,0.2468322
1.65791,0.2043112,0.21426994,0.2074184,0.21889482,0.21428561,0.22111312,0.22408769,0.22816761,0.23133118,0.23598008,0.23522288,0.24316645
1.66449,0.20599763,0.21608645,0.20939586,0.22125757,0.21614449,0.22272015,0.22665928,0.23079854,0.23354775,0.23818228,0.23825139,0.24529669
1.6710699999999998,0.20844653,0.21780665,0.21218157,0.22323488,0.2182918,0.22476593,0.22907165,0.23350315,0.2360765,0.24047337,0.24093199,0.24738331
1.6776600000000002,0.20826924,0.2180913,0.21256006,0.22354303,0.21862175,0.22488591,0.2293664,0.23371747,0.236597,0.24076252,0.2412979,0.24787614
1.68424,0.20692949,0.21688898,0.2116732,0.22244763,0.217535,0.22368887,0.22817248,0.23257211,0.2354792,0.23951773,0.2401776,0.24657872
1.69082,0.20729282,0.21751809,0.21186802,0.2230019,0.2179751,0.22423151,0.2288336,0.23320946,0.2363635,0.2401985,0.2409782,0.24733369
1.69741,0.20774187,0.21777448,0.2124713,0.22334015,0.21865353,0.22478639,0.22933069,0.23360777,0.23655298,0.2406796,0.24139586,0.24783447
1.7039900000000001,0.20840274,0.21857527,0.21342267,0.22419454,0.2194702,0.22568025,0.23025425,0.23460424,0.23766668,0.24170588,0.24259984,0.24882984
1.71058,0.20777485,0.21794826,0.21307626,0.22376473,0.2190043,0.22502062,0.22981206,0.23416099,0.23716128,0.24116299,0.24217963,0.24818777
1.71716,0.20762871,0.21770097,0.21290642,0.22374311,0.21889238,0.22486965,0.22988345,0.23413974,0.23709291,0.24120857,0.24204676,0.2481389
1.72375,0.20762269,0.21764806,0.21291247,0.2238142,0.21892543,0.22492196,0.23002031,0.23426513,0.23718272,0.24131475,0.2422387,0.24821912
1.73033,0.20734224,0.21745464,0.21279514,0.2237119,0.21874128,0.22481462,0.22992404,0.23424675,0.23716657,0.24120899,0.24217823,0.24816655
1.73692,0.20677038,0.21708077,0.21242769,0.22332458,0.21839657,0.22442332,0.22953635,0.23381172,0.236703,0.24073854,0.24189222,0.24770965
1.74351,0.20679036,0.21718435,0.21260178,0.2235057,0.2186041,0.22456422,0.22975096,0.2339897,0.23700933,0.24096343,0.24218051,0.24795376
1.75009,0.2067169,0.21718876,0.21263933,0.22360903,0.2185798,0.2245796,0.2298545,0.23410593,0.23716673,0.24105217,0.24230523,0.24799557
1.75668,0.20648287,0.21698168,0.21246336,0.2235138,0.21838197,0.2244272,0.2298061,0.23400465,0.23709041,0.24100633,0.24232991,0.24796572
1.76327,0.20607942,0.21659932,0.21219397,0.22324705,0.21815972,0.22416976,0.2295181,0.23376808,0.23677611,0.24071617,0.24206479,0.24767284
1.76985,0.20580935,0.21657461,0.21249998,0.22333989,0.21866119,0.2243633,0.22953323,0.23372838,0.23672046,0.24072596,0.24202816,0.24768496
1.77644,0.20564285,0.21626474,0.21184853,0.22304232,0.21788765,0.22387314,0.22933674,0.23355727,0.23652151,0.24048021,0.24185161,0.24742226
1.78303,0.205416,0.21602458,0.21167499,0.22287168,0.21762408,0.22363812,0.22922692,0.23343895,0.23635279,0.24035141,0.24175546,0.24721223
1.78962,0.20517945,0.21581657,0.21134768,0.22278123,0.21731399,0.22348523,0.22909744,0.23330571,0.23624688,0.24026078,0.24164729,0.2471673
1.79621,0.20495303,0.21552645,0.21122526,0.22256085,0.21710876,0.22321749,0.2289863,0.23323114,0.23612021,0.24007694,0.2415452,0.24693632
1.8028,0.2048333,0.21543394,0.211139,0.22257009,0.21707948,0.22316197,0.22903109,0.2332555,0.23609601,0.2401432,0.24158296,0.24693772
1.80939,0.20470133,0.21534248,0.2109993,0.22255038,0.21695764,0.22312626,0.22898182,0.23321892,0.23606981,0.2401025,0.24163592,0.24689785
1.81598,0.20466894,0.21537064,0.21104008,0.2226053,0.21697095,0.22309762,0.22904755,0.23329535,0.23620655,0.24014731,0.24182287,0.24698234
1.82257,0.20441484,0.21539006,0.21089403,0.22258195,0.21687835,0.22311117,0.2290774,0.23325542,0.236313,0.24019063,0.24183416,0.24706335
1.8291600000000001,0.20428668,0.21490362,0.21068355,0.22226146,0.216549,0.22275622,0.22885436,0.23302457,0.23589095,0.23992816,0.2415807,0.24664053
1.83575,0.20376946,0.21449544,0.21031909,0.22189003,0.21623054,0.22245705,0.22848567,0.23260915,0.23561475,0.23958404,0.24125634,0.2463163
1.8423399999999999,0.20376751,0.21441552,0.21028441,0.22175843,0.2161083,0.22230504,0.22838388,0.23262656,0.23557584,0.2394626,0.2412347,0.24609734
1.84893,0.20347498,0.21440244,0.21022256,0.22174919,0.21607883,0.222326,0.22837678,0.23255499,0.23560518,0.23952298,0.2413863,0.24617378
1.85552,0.20350224,0.21426038,0.21018863,0.22158952,0.21605864,0.22224039,0.22837418,0.23254852,0.23560566,0.23944475,0.24130307,0.24601026
1.86212,0.20316432,0.21376386,0.20989273,0.22113365,0.21570641,0.22191942,0.22800347,0.23213568,0.23516278,0.23902878,0.24095814,0.24559192
1.86871,0.2028956,0.21352251,0.20963608,0.22080141,0.21543628,0.2215737,0.22763562,0.23190537,0.23504019,0.23867373,0.24079788,0.24514247
1.8753,0.20311616,0.21412092,0.21008585,0.22097327,0.21590136,0.22199857,0.22796792,0.2322563,0.23565917,0.23897937,0.24134126,0.24563877
1.8819000000000001,0.20324521,0.21466805,0.21050473,0.221249,0.2163694,0.2225533,0.22817239,0.23234893,0.23600656,0.23930086,0.24177587,0.24614657
1.88849,0.20278932,0.21395308,0.20996284,0.22018082,0.21580827,0.22196713,0.22724003,0.23150927,0.23526062,0.23837893,0.24090138,0.24505217
1.8950799999999999,0.20271677,0.21378654,0.20975915,0.21947537,0.21556425,0.22165915,0.22651508,0.23093677,0.23502073,0.23772189,0.24040973,0.24445482
1.90168,0.20271847,0.21370043,0.20952962,0.21875042,0.21542345,0.22150463,0.22580147,0.23020208,0.23460196,0.23699743,0.23989573,0.24369703
1.90827,0.20225768,0.21350324,0.20924206,0.21797334,0.2151577,0.22122806,0.22497492,0.22929485,0.23411095,0.23613952,0.23913717,0.24291614
1.9148699999999999,0.20247741,0.2134419,0.20923066,0.2175049,0.21503097,0.2212013,0.22457731,0.22902353,0.23400204,0.23569386,0.23899701,0.2423055
1.92146,0.2025671,0.21378921,0.20943236,0.21753734,0.2152972,0.22140585,0.22465976,0.22898638,0.23424721,0.2356159,0.23920389,0.24229027
1.9280599999999999,0.2025372,0.21364546,0.20933229,0.21742113,0.21515802,0.22135538,0.22456051,0.2287223,0.23415217,0.23540543,0.23915915,0.24204181
1.93465,0.2021765,0.21318975,0.20893821,0.21718048,0.21465124,0.22083044,0.22422749,0.22843611,0.23382077,0.2349301,0.23878296,0.24153143
1.94125,0.20138127,0.2122498,0.20826598,0.21641552,0.21400028,0.21991268,0.22350514,0.22774228,0.23306267,0.23413554,0.23823082,0.24053262
1.9478499999999999,0.20030889,0.2113,0.20760143,0.2154354,0.21304281,0.21898851,0.22271024,0.22699544,0.23222071,0.23331332,0.23750408,0.23970893
1.95444,0.20020801,0.21169718,0.20792763,0.21576607,0.21342458,0.21922615,0.22311065,0.22750705,0.23290776,0.23381591,0.23818173,0.24038582
1.96104,0.20179826,0.21402952,0.2100235,0.21818669,0.21587051,0.22181198,0.22568816,0.2298949,0.23563427,0.23665899,0.24108087,0.24349621
1.96764,0.20195478,0.21452944,0.21005364,0.21880448,0.21615621,0.22205168,0.2262842,0.23034114,0.23610862,0.23722447,0.24171475,0.24414743
1.97424,0.2018224,0.21412693,0.20980504,0.21887675,0.21580854,0.22182536,0.22637284,0.23025286,0.23585562,0.23704392,0.24147896,0.2438904
1.98084,0.2014726,0.21352394,0.20913064,0.21853049,0.21495894,0.22110522,0.22599009,0.22996013,0.23527876,0.23666368,0.24108753,0.24324608
1.98743,0.20046172,0.21232724,0.2084313,0.21774636,0.21399513,0.22002816,0.22517726,0.22913125,0.23424177,0.23567754,0.24011739,0.24218296
1.99403,0.1997348,0.21014856,0.20721796,0.21591388,0.21237285,0.21823941,0.22356275,0.22795981,0.23260187,0.23398674,0.23840678,0.24013399
2.00063,0.1984418,0.20851249,0.20578782,0.21400326,0.2107029,0.21633647,0.22140536,0.22609234,0.23088042,0.231906,0.2365239,0.23793294
2.00723,0.20180097,0.21392117,0.20966986,0.21845768,0.21572603,0.22142641,0.2260699,0.23017895,0.23595406,0.23669456,0.2415911,0.24344407
2.01383,0.2019026,0.21523973,0.21022145,0.21938129,0.21679768,0.22237165,0.2272582,0.23085755,0.23714188,0.23780724,0.24287759,0.2448813
2.02043,0.20137139,0.21522588,0.21022464,0.21970405,0.21679041,0.22248682,0.22748882,0.23090501,0.23717344,0.23806052,0.2431034,0.24518257
2.02703,0.20018655,0.21258643,0.20868312,0.21784547,0.21470079,0.22031307,0.22571605,0.22963476,0.23511423,0.23627505,0.24112588,0.24297372
2.03363,0.19992688,0.21205354,0.20845279,0.21760121,0.2141329,0.21974929,0.22557425,0.22964054,0.23483472,0.2361124,0.24099848,0.24268262
2.04024,0.19925943,0.21146365,0.20788997,0.21710432,0.21353015,0.2192477,0.22499293,0.2290411,0.23422256,0.23566514,0.24033251,0.24228673
2.04684,0.19886042,0.21013367,0.20708272,0.21602514,0.21254526,0.21824406,0.22412165,0.22841576,0.23332267,0.23479736,0.23932251,0.24112262
2.05344,0.19892685,0.21059504,0.2073546,0.21624897,0.21282612,0.21861647,0.2244308,0.2287834,0.23376189,0.23529254,0.23993695,0.24180555
2.06004,0.19971585,0.2118933,0.20836088,0.21751028,0.21402262,0.21980785,0.22575377,0.23005162,0.23507431,0.23667856,0.24130443,0.24329878
2.06664,0.1992869,0.21130091,0.20759118,0.2168845,0.21329343,0.21918213,0.22509354,0.22919203,0.23436219,0.23598067,0.24067415,0.2424791
2.07325,0.19965082,0.21152666,0.20769098,0.2171074,0.21338107,0.21931016,0.22542083,0.2294095,0.23462228,0.2359751,0.24093157,0.24251863
2.07985,0.1996905,0.2114916,0.20763732,0.21720502,0.21332179,0.21924204,0.2254057,0.229374,0.23452719,0.23600791,0.24085145,0.2424933
2.0864499999999997,0.19898574,0.2109802,0.20702492,0.21676947,0.21274187,0.2186949,0.22495085,0.22876948,0.23403512,0.2354065,0.24033149,0.24186821
2.09306,0.19937646,0.21113215,0.2071584,0.21699081,0.21276976,0.21885064,0.225229,0.22904928,0.2341864,0.23575148,0.24042885,0.24205069
2.0996599999999996,0.19955154,0.21088699,0.20712876,0.21689966,0.21262684,0.21868132,0.22526105,0.22909327,0.23412535,0.23575653,0.24045804,0.24190195
2.10627,0.19916841,0.21068777,0.20681812,0.21669208,0.21229342,0.21836309,0.2250435,0.22883096,0.23392488,0.23541726,0.24023557,0.24158221
2.11287,0.19876423,0.21016005,0.20627129,0.21626452,0.21177568,0.21783888,0.22466739,0.2283532,0.23338701,0.23501007,0.23976226,0.24105807
2.11948,0.19956605,0.2103766,0.20672041,0.21657892,0.21206538,0.21819435,0.22524531,0.22901222,0.23385063,0.2354889,0.24023709,0.24143247
2.12608,0.19910592,0.21005659,0.20641333,0.2163422,0.21173024,0.21797174,0.22491392,0.22844827,0.23344097,0.23508689,0.23984349,0.24105594
2.13269,0.19878079,0.2096749,0.20613828,0.21593477,0.21139969,0.21749856,0.22461988,0.22816679,0.23313293,0.23468998,0.23948081,0.24059226
2.1393,0.19926831,0.20971243,0.20633282,0.21609765,0.21142067,0.2177748,0.22483286,0.22855695,0.23330982,0.23495732,0.23968124,0.24076337
2.1459,0.1986264,0.20953405,0.20584264,0.21573928,0.21115756,0.21724808,0.22448766,0.22807388,0.23301402,0.23450178,0.23944367,0.24037115
2.1525100000000004,0.19886656,0.20960456,0.20605144,0.2158031,0.21132256,0.21742937,0.22465938,0.2281349,0.23307088,0.23466532,0.23959959,0.24056196
2.1591199999999997,0.19887522,0.2094053,0.20589289,0.21559903,0.21113858,0.21725811,0.22449346,0.22811855,0.23294432,0.23460297,0.23951302,0.2404425
2.16572,0.19872157,0.20951276,0.20591246,0.21558632,0.21106435,0.21730348,0.2244142,0.2279676,0.23298815,0.23450978,0.23955363,0.24041641
2.17233,0.19901937,0.2096275,0.20601682,0.21558882,0.2112442,0.21742436,0.22455646,0.2281093,0.23312148,0.23460992,0.2396675,0.24045421
2.17894,0.1988868,0.2095335,0.20592043,0.21538052,0.21099626,0.21719795,0.22439624,0.22800532,0.23315181,0.23446451,0.2396142,0.2402927
2.18555,0.19863825,0.20928405,0.20554262,0.21490604,0.2106287,0.2168503,0.22389688,0.22760075,0.2328254,0.23405474,0.23923782,0.23981965
2.19216,0.19888106,0.20926218,0.2056507,0.21490987,0.21075119,0.21697327,0.22396375,0.2276423,0.2328191,0.23409879,0.23930669,0.23987497
2.19877,0.19867387,0.20897236,0.2053561,0.21450135,0.21050721,0.21671018,0.22355825,0.22727999,0.23256043,0.23373,0.23894776,0.23945127
